Tweet,Actual_Sentiment,Predicted_Sentiment
"#CWG2022 #B2022   India's shot at a medal begins with weightlifting where Sanket Sagar will begin proceedings for right now, followed by Gururaja Poojary and Mirabai Chanu and Bindyarani later in the day.   Live updates by @aditya_c19 and @vinayakkm:  https://t.co/pCRkdS1zlu",positive,positive
Congratulations @mirabai_chanu for the Gold 🏅 🇮🇳❤️  #CWG2022 #MirabaiChanu,positive,positive
"I join the people from Darjeeling hills, Terai and Dooars in wishing our Indian Contingent at #CommonwealthGames in #Birmingham - the Best of Luck and pray for their success.  May you all return triumphant!  #Cheer4India #B2022 #IndiaTaiyaarHai #CWG2022  https://t.co/LoIU32N1Io",positive,positive
"#CWG2022 #Weightlifting  The 90kg record not to be but man, an 88kg PB snatch still assures that she's in a league of her own. Nearest competitor, RANAIVOSOA is still far behind at 76 kg   Like @shahidthejudge said, It's Mirabai vs Mirabai. Full stop.  🥶   https://t.co/WXT5e4mAtu  https://t.co/O0xf3d36gl",positive,positive
"India's first medal of #CWG2022 is a silver.🥈 Sanket Mahadev Sargar wins silver, misses a chance to win gold by a whisker. Hats Off to this young kid🙏 #weightlifting #SanketSargar",positive,positive
@somnath20094585 @Arvindm98396363 @zeeshan_naiyer2 @Gopilal11561166 @MustakimMutwa @airahwa @adityaisback1 @imnitinprakash @vivek84807819 @Munna__Kumar @MohsinA84182126 @zeeshan_naiyer @prasarbharati @akashvanisports @MIB_India @PMOIndia @narendramodi @ianuragthakur @OfficeofPoonamM @AkashvaniAIR @poonam_mahajan @ddsportschannel @DD_Bharati @FmRainbowMumbai @newsonair @KirenRijiju @AIRBHUJ @FmGoldMumbai @oyeekd @AIRlucknow @air_mumbai @AIR_ADGP_WR @AIRKolkata @107FmRainbow @AIRPatna @NisithPramanik @DPSNegiMF @ShashiTharoor @Ra_THORe @me_locket @nishikant_dubey @p_sahibsingh @Tejasvi_Surya @Murugan_MoS @NukalaVenudhar @ianuragthakur WHY no intent from Govt for sports on @akashvanisports terrestrial network?  &gt; #CWG2022 &gt;#FIFA22 &gt; 🏏 IND &amp; WC Men Women &gt;Olympics/Asian &gt; 🏑 #FIHProLeague   &gt; 🏸 #BWF  DD via DTT has sports  @DPSNegiMF @Mayank23Agrawal @OfficeofPoonamM WHERE IS PUBLIC SERVICE?,negative,negative
Mira Bai Chanu 1st Snatch attempt #Birmingham2022 #CWG2022   https://t.co/JFES9Dc9AW,neutral,neutral
Another medal for Wales as Eluned King gets bronze in the Women's 25km points race 🚴‍♀️  #BBCCWG #CWG2022,positive,positive
@thechitrayana is proud to congratulate #JeremyLalrinnunga for winning the #GoldMedal in the  Men's 67kg #weightlifting category at the #CWG2022.   #GoldmedalIndia #CommonwealthSport #commonwealthgames2022 #India4CWG2022 #Birmingham2022  https://t.co/1N7GA9UHSx,positive,positive
"CWG 2022: ट्रक में लिफ्ट लेने वाली खिलाड़ी दिलाएगी गोल्ड, बर्मिंघम में सोना पक्का! #Sports | #CWG2022   https://t.co/lzmDaosTZj",neutral,neutral
"आज #CommonwealthGames2022 की भारोत्तोलन प्रतिस्पर्धा में @mirabai_chanu ने ऐतिहासिक जीत दर्ज करते हुए माँ भारती को स्वर्ण पदक से गौरवभूषित किया है।🇮🇳🚩🥇🥰❤️✌🏻👌🙏🏻 #CWG2022 में भारत के लिए प्रथम स्वर्ण पदक प्राप्त करने की आपको ढेरों बधाई और शुभकामनाएं! हमें आप पर गर्व है,जय हिंद  https://t.co/DoMEgidcAk",neutral,neutral
"#CWG2022 #B2022 #Hockey🏑   Hardik Singh, who scored the crucial goal when India were down 1-3 in the bronze medal playoff vs Germany at Tokyo Olympics, is now keen hungry for CWG success.  ✍️ @DilipUnnikrishn  Read:  https://t.co/lCIYsBl4T1  https://t.co/HXXJo5WI7g",positive,positive
"#CWG2022 में इस बार बजेगा भारत कमाल कर सकता है, सवाल है कि क्या इस बार भारत पदक के मामले में 100 का आंकड़ा छू सकता है?  https://t.co/U267vdgDeQ",neutral,neutral
#CWG2022 #B2022   #T20Cricket #INDvPAK: Pakistan win the toss and opt to bat first against India.  📸 BCCI Women  Day 3 live blog:  https://t.co/BkkpCvMZod  https://t.co/gYKbjL26kO,positive,positive
People’s obsessions and imaginations have led them to believe that life should go a specific way. |#HelluvaBoss #Femboy #Basotho #muharram2022 #BETHESUNinSG #CWG2022 #russiaisaterrorisstate #HOBIPALOOZA #weightlifting|  https://t.co/Fvr4GPlsJB,negative,neutral
why there is NO live match broadcast for #NZWvSAW on @SonyLIV ?  is nt this part of #CWG2022 ?  #RjAlok,negative,negative
#CWG2022 में भारत को एक और गोल्ड...  जेरेमी लालरिननुंगा ने भारत को कॉमनवेल्थ गेम्स 2022 में दूसरा गोल्ड दिला दिया है. भारत के इस स्टार खिलाड़ी ने कुल 300 किलो का भार उठाया. स्नैच में 140 किलो का भार उठाया. #JeremyLalrinnunga #weightlifting #CWG #CWG22  https://t.co/44jGFTYzDG,neutral,neutral
Brilliant innings by Harmanpreet Kaur. Captain's knock! 👏 #CWG2022,positive,positive
"Owen Cathcart wins the third game 14-12 and now Harmeet Desai will have to win the 4th game to make it 3-0 for India, or else we will go to the 4th match.  #CWG2022 #B2022",positive,positive
It's 21-2  Domination By Our Women's Is Just Unbelievable 🇮🇳 #INDvPAK #INDWvPAKW #CWG2022INDIA #CWG2022 #CommonwealthGames2022  https://t.co/XSKq1XwMo9,positive,negative
Commonwealth Games 2022 Schedule . .  https://t.co/B0Wmrk3U8f . . . #CommonwealthGames2022 #CWG2022 #Birmingham2022 #cricket #sports #Tentaran,neutral,neutral
Congratulations @mirabai_chanu for securing first gold for India in commonwealth game. #CWG2022 #MirabaiChanu #CommonwealthGames2022 #GoldMedal,positive,positive
Cheetah🐆 #CWG2022,neutral,neutral
Proud Of You @mirabai_chanu 🙌🇮🇳 #JaiHind  #CWG2022  https://t.co/SYWgtdDFRl,positive,positive
Gold 🥇 for @mirabai_chanu #CWG2022India #CWG2022,neutral,neutral
#mirabhaichanu #MirabaiChanu #JeremyLalrinnunga #BindiyaRaniDevi #CWG2022  https://t.co/okAcHQCw9B,neutral,neutral
One more medals in Indian kitty excellent weight lifting #Gururaja #CWG2022,positive,positive
चानू की चमक से जागे सोने के भाग  जिसके साथ पूरे देशवासियों की दुआएं हों उसका विजयी होना तो हर हाल में तय है। कॉमनवेल्थ गेम्स में देश को पहला गोल्ड दिलाने के लिए भारत मां की बेटी मीराबाई चानू का आभार।  जय हिंद!  #CWG2022  #CWG2022India  https://t.co/lAlktYpkHX,neutral,neutral
"কমনওয়েলথের আগে সুখবর ভারতের, হাইজাম্পার তেজস্বিন যাচ্ছেন বার্মিংহ্যামে  #CWG | #CWG2022   https://t.co/51fYCgSsPz",neutral,neutral
History is created! #MirabaiChanu wins gold at #CWG2022!  #MirabaiChanu😍😍  https://t.co/pbAwJ71XGy,positive,positive
@abhishek_goldi @ddsportschannel Thanks for update.  @abhishek_goldi pls update for radio commentary for #CWG2022 from the concerned team!!,positive,positive
Two Indian women cricketers stay back in the country after testing positive for COVID-19  Read Here 👇  #Cricket #COVID19 #TeamIndia #IndianCricketTeam #CommonwealthGames2022 #B2022 #CWG2022    https://t.co/69JtEVd8yJ,positive,positive
चक दे इंडिया…🇮🇳Proud Moment for India 🇮🇳🥇  अचिंता शेउली ने भारत के लिए तीसरा गोल्ड जीता। वेटलिफ्टिंग में 73 किग्रा वर्ग में  इस शानदार उपलब्धि पर सम्पूर्ण राष्ट्र गौरवान्वित है।  🇮🇳 #AchintaSheuli 🥇 🏋🏻‍♂️ #CWG2022 #CWG2022India  #Cheer4India #India4CWG2022  #CommonwealthGames2022  https://t.co/IDlxwOgPss,neutral,neutral
"@htTweets Injured his ankle, then back and subsequently his elbow but still didn't refrain from giving any of his attempts. This Never Give Up attitude is what has fetched the young star a Gold for India. Great to watch. #CWG2022",positive,negative
Brilliant performance from the boys @Uganda_Sevens   Well done lads. 👏🏿👏🏿 #Birmingham2022 #CWG2022,positive,positive
शान तेरी कभी कम न हो .. ए वतन...मेरे वतन.... मेरे वतन  The Mortal remains of #BSF_Bravehearts Who sacrificed their life in UN peace keeping Mission reached on soil of Mother land.  #MONUSCA #FallenHeroesReturnHome #IndiaTaiyaarHai #MalaikaArora #Rajasthan #CWG2022 @PMO @HMOIndia  https://t.co/Deb7lyVgal,positive,positive
"#CWG2022 #CWG2022India #Birmingham2022   #IOA lauds @MirabaiChanu's gold-winning feat, congratulates others 🏋️‍♀️  @mirabai_chanu defended her 2018 Commonwealth gold with a record-breaking total of 201kg in the 49kg category @birminghamcg22   More Here ⏩  https://t.co/X6pbB6dFVh  https://t.co/8KPTAzbsWc",neutral,positive
Another Gold for India in Weightlifting 🇮🇳🥇  Jeremy Lalrinnunga wins Gold in Men's 67kg weightlifting event 🏋️‍♀️  #CWG2022 | #CommonwealthGames2022  https://t.co/oZGSgLFqbi,positive,positive
Too easy for guys like these. Desperately need more cricketers to speak out on lies like these.   A setback in recovery is not “injured once again” #CWG2022,positive,positive
राष्ट्रकुल क्रीडा स्पर्धेत सुवर्णपदक जिंकणाऱ्या मीराबाईने व्यक्त केली भावना  https://t.co/H7SqAAwBSu #CWG2022 #SaikhomMirabaiChanu #TokyoOlympic,neutral,neutral
"@birminghamcg22 #CWG2022, July 30: India's Schedule on Day 2 @birminghamcg22  Here's the complete list of Indian athletes in action on the second day of the ongoing Commonwealth Games in Birmingham   https://t.co/Zp85duL7KB",neutral,neutral
"'With Every Competition, I Raise My Barrier' :-@mirabai_chanu  #India's first🥇winner at #CWG2022, #MirabaiChanu addressing after her victory 🙌🏽  #India4CWG2022 #Weightlifting @Media_SAI #CommonwealthGames @birminghamcg22 @WeAreTeamIndia @IndianOlympians  https://t.co/nPQ5kIPSEg",negative,positive
The golden girl of india 🇮🇳🇮🇳 🥇🥇 @mirabai_chanu clinches India's first gold medal of #CWG2022  Many many congratulations to whole country for this Gold🥇 We will see miracle in next Olympic Also #CommonwealthGames2022 #MirabaiChanu #नारीशक्ति  https://t.co/3g6zKMyMtv,positive,positive
"जेरेमी लालरेरूंगा, वेटलिफ्टिंग में भारत का दूसरा स्वर्ण पदक दिलाया। चमकते रहो। 💐💐 #CWG2022  https://t.co/Vj3p0bqTRf",neutral,neutral
 https://t.co/59gVuB6IBJ #CWG2022 #CWG2022India #Medal #cricketupdates,neutral,positive
आज #CommonwealthGames2022 की भारोत्तोलन प्रतिस्पर्धा में सुश्री Saikhom Mirabai Chanu ने ऐतिहासिक जीत दर्ज करते हुए माँ भारती को स्वर्ण पदक से गौरवभूषित किया है। #CWG2022 में भारत के लिए प्रथम स्वर्ण पदक प्राप्त करने की आपको ढेरों बधाई और शुभकामनाएं!  जय हिन्द  https://t.co/lCDEWbkdYH,neutral,neutral
"Heartiest congratulations to the CWG defending champion and the pride of India, @mirabai_chanu for once again clinching a Gold medal at the Commonwealth Games. #CWG2022 #MirabaiChanu  https://t.co/rMJoKvSQ0U",positive,positive
#CWG2022: Lovlina Borgohain's coach Sandhya Gurung gets CWG accreditation  Check Here 👇  #B2022 #CommonwealthGames2022    https://t.co/0v68MQb10d,neutral,neutral
Best wishes to #IndianArmy sportspersons representing #India in Commonwealth Games 2022  @birminghamcg22 #CWG2022  #IndianArmy  https://t.co/KDvIud80Ju,positive,positive
MIRABAI MIRABAI MIRABAI 🥇🥇🥇❤️❤️🇮🇳🇮🇳 #CWG2022 #MiraculousMira,neutral,neutral
India thrash Pakistan 5-0 in Badminton  #Badminton #Pakistan #CWG2022 @Media_SAI #CommonwealthGames2022 #CommonwealthGames #hindustanmerijaan #Awazthevoice   https://t.co/y39STsIOH9,neutral,neutral
"Hindi Commentary Team for Commonwealth Games Coverage on Sony:  Sunil Taneja, Manish Batavia, Atish Thukral, Tripti Murgunde, Raman Bhanot, Siddharth Pandey, Viren Rasquinha, Somdev Devvarman, Ayaz Memon, Veda Krishnamurthy, Sidharth Pandey.  #CWG2022",neutral,neutral
India At #CWG2022: @nikhat_zareen  Storms Into Women's 50 Kg Boxing Quarters With RSC! #CWG2022India 🇮🇳🥊   https://t.co/VEXvbUF5EK,neutral,neutral
india vs ghana women hockey cwg2022 india 4-0 ghana with 10 minutes to go #hockeyindia #CWG2022 #India #Goal,neutral,neutral
CWG 2022: A Look Back at India's History at the Commonwealth Games #CommonwealthGames #CWG #cwg2022 #CWG2022Features #CWG2022IndiaNews #India #IndiaatCommonwealthGames #IndiaatCWG  https://t.co/LCoR0fp6pw  https://t.co/wK9nQ0poA2,neutral,neutral
#CommonwealthGames2022 | Lifter #GururajaPoojary wins #India's second medal.  #Weightlifting #TeamIndia #Birmingham2022 #B2022 #CWG2022 #SanketMahadevSargar,positive,positive
इतिहास रचा गया है #MirabaiChanu ने #CWG2022 में जीता गोल्ड!  https://t.co/YgIraiBg9D,neutral,neutral
"More surprised over Squash results. Yes we dont have more than 3 players who can go till the medal stages in singles, but giving walkovers? It's just 2nd day!  #CWG2022 #B2022",positive,positive
🏋️#BREAKING | காமன்வெல்த் விளையாட்டு போட்டிகள் இந்தியாவுக்கு மேலும் ஒரு தங்கப்பதக்கம்   ஆடவர் பளுதூக்குதல் 67 கிலோ பிரிவில் இந்தியாவின் ஜெரிமி லால்ரினுங்கா தங்கம் வென்றார்  #JeremyLalrinnunga #CommonwealthGames2022 #CWG2022  https://t.co/QyHITfc99j,neutral,neutral
"India's @SauravGhosal beats Canada's David Baillargeon by 11-6, 11-2, 11-6 to reach men's singles QFs in squash.  #Birminghamcg22 #CWG2022 #WeAreTeamIndia",neutral,neutral
#SanketSargar wins India its first medal at Commonwealth Games! Congratulations. #CWG2022  https://t.co/xMLRfrfAsI,positive,positive
"Sorry, guys 😢  The umbrellas are still out at Edgbaston. Hope the rain gods show some mercy.  @sportstarweb #INDWvPAKW #CWG2022  https://t.co/VbrEM6JhRx",positive,positive
another gold medal for india.   Jeremy Lalrinnunga bags GOLD MEDAL🥇 in the Men's 67 kg category at #CommonwealthGames2022  #CommonwealthGames #JeremyLalrinnunga  #CWG2022 #Birminghamcg22  #JeremyLalrinnunga #India4CWG2022,positive,positive
"As the Commonwealth Games 2022 begin in Birmingham, England, we extend our best wishes to Indian sports gems.  #CWG2022 #CWG #CommonWealthGames2022 #bestwishes #India #IndianSports #NimbusPost  https://t.co/A0sZXNVmUj",positive,positive
"Hockey at #CWG2022  Indian women look to bury World Cup ghosts, seek Tokyo inspiration to end medal drought   The Indian team takes on Ghana in its opening match on Friday  READ:  https://t.co/6y11n5YhIe  #B2022 #Hockey #CommonwealthGames  https://t.co/MlCSCMQSlO",positive,positive
Toso Viti🇫🇯toso #CWG2022,neutral,neutral
#NikhatZareen CWG 2022: Indian boxer Nikhat Zareen storms into quarter-finals  #CWG2022 #NikhatZareen #boxing  https://t.co/ZB5Tq04R01,neutral,neutral
Sanket Sargar wins first silver medal for India in men's 55kg Weightlifting at #CommonwealthGames2022 in Birmingham. Congratulations #SanketSargar ! #CWG2022 #CommonwealthGames  https://t.co/8xv7QuO8wz,positive,positive
Let the games begin! #CWG2022  https://t.co/qbC9DKXdOa,neutral,neutral
@insanshobha Congratulations India 🇮🇳 #CWG2022,positive,positive
"sun is out, covers are off  #INDvPAK #CWG2022",neutral,neutral
"Congratulations @mirabai_chanu 💐💐  विजयी विश्व तिरंगा प्यारा, झण्डा ऊँचा रहे हमारा !  @SatyarthAPankaj @RaviKum64528414 @athinkinganimal @DiptiDeo_PCS   #CWG2022 #CWG2022India  https://t.co/kWjgMtCzcs",positive,positive
#India women opened their account in #CommonwealthGames2022 with a dominating win over #Pakistan  #INDvsPAK #PAKvsIND #CWG2022 #CWG22   https://t.co/ft6DLiJ33d,positive,positive
"𝐈𝐭'𝐬 𝐒𝐢𝐥𝐯𝐞𝐫🥈, 𝐅𝐈𝐑𝐒𝐓 𝐌𝐄𝐃𝐀𝐋 𝐅𝐎𝐑  🇮🇳  Heartiest congratulations to #Sanket Mahadev Sargar for winning a silver medal, the first for India at #CWG2022, in Men’s 55kg #weightlifting! You have made our nation proud! #CommonwealthGames  #IndiaAtB2022  https://t.co/TEeJnfSkli",positive,positive
#IndianArmy congratulates Havildar Achinta Sheuli on winning #GoldMedal in #Weightlifting by lifting a total of 313 kg (GR) in Men's 73 kg Finals at #CommonwealthGames2022.   #Cheer4India #IndianArmy  #MissionOlympics #CWG2022 #CWG2022India #CommonwealthGames22  https://t.co/xyfGYbVxOt,positive,positive
#Squash #CWG2022  Seems Ramit Tandon will not take to court for his match in men's singles. Walkover to the opponent.,neutral,negative
Another GOLD 🥇 for India !  Huge congratulations champion #Jeremy Lalrinnunga for winning Gold medal 🥇with New Games Record in the men's 67 kg snatch event 🏋️‍♂️  A proud moment for India! 🇮🇳   #TeamIndia | #Cheer4India | #B2022 | #CWG2022 |#CommonwealthGames2022  https://t.co/qD0NptswTa,positive,positive
"Such a proud moments ! Congratulation #MirabaiChanu for winning the Gold in #CWG2022 Birmingham, UK 🇮🇳  https://t.co/4wLcj8Uqsl",positive,positive
"CWG 2022: जेरेमी लालरिनुंगाने 67 किलोमध्ये जिंकले सुवर्ण, वेटलिफ्टिंगमध्ये भारताला आणखी एक पदक   #ChanuSaikhomMirabai #CWG2022 #GoldMedal #JeremyLalrinunga #JeremyLalrinungaWinsGold    https://t.co/PWJb1en4tU",neutral,neutral
"India's biggest medal hope in Gymnastics - Pingla , West Midnapore girl Pranati Nayak will be in action at evening today  in Vault final .#CWG2022  https://t.co/kaLoVpvHiN",positive,positive
Indian Women's Cricket Team Beats Pakistan Women's Cricket Team in #CWG2022  Congratulations Team India🇮🇳🇮🇳 @mandhana_smriti @ImHarmanpreet @ICC  https://t.co/8MOkqEZmZH,positive,positive
#CWG2022:Reeth Rishiya wins against Guyana's Chelsea Edghill 3-0  Read Here 👇  #B2022 #ReethRishiya #India #TableTennis   https://t.co/6J1BiSENzK,positive,positive
Our first medalist at #Tokyo2020 beats ‘herself’ to win 🇮🇳 it's first Gold medal at #CWG2022. Thank you #MirabaiChanu for making the entire nation proud!! #EkIndiaTeamIndia #WeAreTeamIndia #B2022 #weightlifting #Gold #birminghamcg22 @birminghamcg22 @CGI_Bghm  https://t.co/TtZWZVLpZb,positive,positive
Mirabai Chanu wins the Gold medal in Women's 49 kg Weightlifting.  She breaks 3 all-time Commonwealth Games records ! ✅ Snatch record of 88 kg ✅ Clean &amp; Jerk record of 113 kg ✅ Aggregate record of 201 kg  This is India's 1st Gold medal in Birmingham 2022. #CWG2022,positive,positive
News Flash: Shiva Thapa goes down to reigning World Championship Bronze medalist Reese Lynch by split verdict (1:4) in R16 (63.5kg).  #CWG2022  #CWG2022India  https://t.co/5QOBsjv9Vz,positive,positive
#ରୋପ୍ୟ_ଆଣିଲେ_ବିନ୍ଦ୍ୟାରାଣୀ  ରାଜ୍ୟଗୋଷ୍ଠୀ କ୍ରୀଡ଼ାରେ ଭାରତକୁ ଆଉ ଏକ ପଦକ । ଭାରୋତ୍ତଳନରେ ରୋପ୍ୟ ପଦକ ଆଣିଲେ ବିନ୍ଦ୍ୟାରାଣୀ ଦେବୀ #KanakNews #CWG2022 #BindyaraniDevi  https://t.co/YqAre2LPil,neutral,neutral
Proud moment for India! Jai Hind 🇮🇳   #CWG2022 #CWG2022India #MirabaiChanu #mirabai #Mirabai_chanu #SanketSargar #BindyaraniDevi #GuruRaja #GururajaPoojary #CommonwealthGames2022  https://t.co/6ea0Kg8BrQ,positive,positive
@KirenRijiju @mirabai_chanu She is Shakti! She is Nari Shakti!  Heartiest Congratulations to @mirabai_chanu on winning India's first Gold medal in #Weightlifting at #CWG2022.  A Billion Salute to the Golden Girl!,positive,positive
"#CWG2022 #B2022  Not far away from India vs Australia in #CricketT20.   Read our #SmritiMandhana interview where she talks about the shots in her repertoire, the excitement of being a part of the Birmingham squad, her evolution off the field, and more.   https://t.co/SrwNWYWVQL  https://t.co/XkEQcR4ikT",positive,positive
Well Done #SanketSargar for wining India’s First Medal at Commonwealth Games. Proud of your Silver #CWG2022  https://t.co/odjSNgju0C,positive,positive
"नया रिकॉर्ड, नया इतिहास!!  #CWG2022 में देश को तीसरा गोल्ड दिलवाने के लिए वेटलिफ्टर अचिंत शेउली को हृदय से बधाई।  कॉमनवेल्थ खेलों में भारतीय वेटलिफ्टर्स लगातार करोड़ों देशवासियों की उम्मीदों पर खरे उतर रहे हैं। #Cheer4India #GoldMedal #AchintaSheuli  https://t.co/SIdbce9Lem",neutral,neutral
#CWG2022: India's youngest athlete #AnahatSingh makes winning start at #CommonwealthGames   https://t.co/r4FARgxx1r,positive,positive
@raltejeremy  #JeremyLalrinnunga  wins 2nd Gold for India in 67kg weightlifting event.   #CommonwealthGames2022  #CWG2022  https://t.co/orIiSa0eH5,positive,positive
#BREAKING | India's Jeremy Lalrinnunga creates new Commonwealth Games record by successfully lifting 140kg in the snatch category of the men's 67kg weightlifting event. #CWG2022 #B2022   https://t.co/fO71P44msZ,positive,positive
Met this L.E.G.E.N.D of a person as well…   #Badminton | #CWG2022 | #Birmingham2022  https://t.co/MlyS9CEtKC,neutral,positive
"Exciting and proud to watch the #CWG2022 marathon coverage in my hometown #Birmingham and where I've grown up! Even though a Brummie, still got to support my roots too, come on Tanzania!! 🇹🇿 #BirminghamCommonwealthGames  #B2022  https://t.co/Kw8V11H6Ki",positive,positive
History is created! #MirabaiChanu wins gold at #CWG2022 🙏🙏🎉🎉 #India  https://t.co/ftHm60r1AG,positive,positive
Presenting Team India for the Commonwealth Games 2022 led by Manpreet Singh and PV Sindhu! 🇮🇳🔥  #CWG2022 #B2022  https://t.co/HWVVdyVgwY,neutral,neutral
अचिंता शेउली ने 73 किलो भारवर्ग में भारत के लिए गोल्ड मेडल हासिल किया    #CWG2022  #CWG2022India    https://t.co/1U5cvqFSk1,neutral,neutral
"CWG 2022 : राष्ट्रकुल स्पर्धेपूर्वी भारताला मोठा धक्का, Neeraj Chopra स्पर्धेतून बाहेर #Nirajchopra #CommonwealthGames2022 #CWG2022 india  https://t.co/vu3mJ8jdNT",neutral,neutral
It was an ugly end but 19 year old Jeremy bags the gold at #CWG2022 🔥 Weightlifting carrying our tally at the moment 🙏🏻,negative,positive
"Two big wickets! Well done Renuka. Keep at it, India.   #CWG2022 #AUSvsIND",positive,positive
"INDIA's #Gururaja wins a Bronze medal at #CommonwealthGames in the 61-kg category. Second medal for India of the day, after #SanketMahadevSargar's Silver an hour back in 55-kg category. #CWG2022 @Media_SAI  https://t.co/62EO5fFano",positive,positive
India's weightlifter Gururaj Poojary clinched a bronze medal in the men's 61kg category at the Commonwealth Games 2022.  #GururajPoojary #WeightLifting #Bronze #Medal #CommonwealthGames #CWG2022 #SKY247 #Socialmedia  https://t.co/VUlo30gI6A,positive,positive
Things we love to see! Sanket is leading after the snatch event. 💪💙 #CWG2022  https://t.co/ti8xWUeP7a,positive,positive
"Sagar Ahlawat wins the Super Heavyweight +92 kg bout against Cameroon Boxer Maxime Njieyo by an unanimous decision by the judges in all 3 rounds of the match , 5-0 .   He makes his place into the QFs.   #Birminghamcg22 #CWG2022 #WeAreTeamIndia  https://t.co/U7WZn4g1bN",positive,positive
भारत का तीसरा गोल्ड 🥇  #AchintaSheuli ने एक और मैडल भारत के लिये जीता !🇮🇳💪  #CommonwealthGames2022  #weightlifting  #CWG2022  https://t.co/xlLoeXpNkU,neutral,neutral
The ace Indian javelin thrower had suffered a niggle during the final of #WorldAthleticsChampionships2022. #NeerajChopra #CWG #CWG2022 #Birmingham2022  https://t.co/SczWj5NbHf,negative,neutral
Wising all the best to the whole Indian contingent for the Commonwealth Games 2022 .. Chak de India !!! 🇮🇳❤️  #CWG2022 #B2022 #TeamIndia    https://t.co/ZKb4GRJHuE,positive,positive
1st gold medal 4 India in #CWG2022. Congratulations 2 Indian Weightlifter #MirabaiChanu who bags country's 1st gold medal in women's 49kg weightlifting at #CWG2022.  India is proud of ur achievement. #CommonwealthGames #CommonwealthGames2022 #Goldmedal 🇮🇪🇮🇪  @mirabai_chanu 🎉🎉  https://t.co/D5vRjZp9sX,positive,positive
4 Days to Go ⌛⌛  #CWG #CWG2022 #NeerajChopra  https://t.co/qaVUpvJpMi,neutral,neutral
"'After Tokyo, I Worked on my Snatch Technique': Gold Medalist Mirabai Chanu Opens up on Her Preparations For CWG 2022 #cwg2022 #CWG2022IndiaNews #CWGMedaltally #IndiamedalsatCWG #Mirabaichanu #MirabaiChanuWeightlifting  https://t.co/KtIt9M0MdV  https://t.co/wmgjdqYtbs",neutral,neutral
it literally feels like birmingham is hosting the olympics not the commonwealth games because of the atmosphere #B2022 #CWG2022 #CommonwealthGames2022,positive,positive
"#CWG2022 congratulations! Sanket Sargar, we are proud of your willpower to win silver 🏅  https://t.co/aDQAjmXREt",positive,positive
"Anahat Singh, the class 9 student from British School Delhi is representing India at #CWG2022. Saw her last night beat her opponent in straight sets of #Squash. Letting to sink that in. Brilliant game by her. Really rooting for her to win a medal!  #AnahatSingh #CWG2022India",positive,positive
Tejaswin Shankar To Compete In Commonwealth Games 2022   #TejaswinShankar #CWG2022 #CommonwealthGames2022 #HighJump #Athletics  https://t.co/BdUaoPUtWN,neutral,neutral
19-year-old @raltejeremy WINS GOLD on his DEBUT at #CWG2022 #CommonwealthGames  https://t.co/mjSj7TM8NU,positive,positive
Today's Rugby 7s So far  SL Women beaten 74-0 by Canada  SL Men beaten 44-0 by Samoa  #CWG2022 #Birmingham  https://t.co/cjwrHL88dC,negative,neutral
"#ICYMI, Mirabai Chanu in the 49 kg event tonight 😂👇  #MirabaiChanu #CWG2022  https://t.co/crLVSK7zHX",neutral,neutral
History is created #MirabaiChanu Win gold medal 🥇 #CWG2022  @mirabai_chanu congratulations 🎉,positive,positive
Below average batting from the Pakistani girls. They miss Nida Dar big time #CWG2022,negative,negative
India bags another gold 🏅 #CWG2022  #CWG2022India  #Achinta  https://t.co/WwL9EffQud,neutral,neutral
CWG 2022: Lovlina Borgohain Gets Ready for Opening Bout With Coach Sandhya Gurung in Games Village #CWG2022 #CommonwealthGames2022 #lovlinaborgohain #SandhyaGurung @LovlinaBorgohai   https://t.co/NJgvNvF1Uh,positive,positive
Meet our CWG stars ⭐️  Savita: Haryana girl who used to travel in roadways bus with conductors not allowing her to carry big goalkeeping kits making her almost quit the game . Today she is the captain of Women Hockey Team @rupa_jha  #CWG2022 #Savitapunia,neutral,positive
"Brilliant first day for India at the #CWG2022 as we bag all - a🥇🥈 and 🥉 in #Weightlifting. Many congratulations to @mirabai_chanu, #SanketSargar  and #GururajaPoojary  for their performance 🫡 You have made 🇮🇳 proud. Well done 👏🏻                         ।।भारत माता कि जय।।  https://t.co/TUSEecekwh",positive,positive
#CWG2022 #IndvsPak women T-20 #Pak 73-4 after 13  https://t.co/gLmD8G7G41,neutral,neutral
"एक और स्वर्ण पदक भारत के नाम , मीराबाई चानू ने भरतोलन प्रतियोगिता में जीता स्वर्णपदक।    #MirabaiChanu  #CWG2022 #CommonwealthGames2022  #GoldMedalWinner  #भारोत्तोलन #weightlifting  https://t.co/1Yihr4sSh3",neutral,neutral
"#CWG2022 #B2022  #Weightlifting Four events, four medals for India today.  🥈 for Bindyarani Devi!   With a medal assured, she goes for a 116kg off her final attempt and gets it right to upgrade a bronze to silver.  https://t.co/bODplbvMmS",positive,positive
Another Gold for India 🇮🇳🥇  Jeremy Lalrinnunga wins Gold...  #CWG2022 #CommonwealthGames #jeremylalrinnunga  https://t.co/L7PJjyf3Tx,positive,positive
Huge thank you to #CWG2022 Travel Champion Jenny for helping to locate our driver! Brilliant service from a local #volunteer,positive,positive
मीराबाई चानू ने भारत को दिलाया गोल्ड मेडल  |  #CWG2022 @boxervijender @mirabai_chanu  https://t.co/Q4wzm7CY3y,neutral,neutral
